,0,1,2,3,4,5,6,7,8,9,10,11
10,BwgMQdRlE18,kingsabcd05,,0,21,"\u4e13\u4e1a\u529e\u7406#\u6bd5\u4e1a\u8bc1#\u6210\u7ee9\u5355#\u5b66\u5386\u8ba4\u8bc1#\u56de\u56fd\u8bc1\u660e #\u5a01\u65af\u5eb7\u661f\u5927\u5b66\u9ea6\u8fea\u900a\u5206\u6821 #universityofwisconsinmadison#uw#wisconsinmadison #\u5229\u54c8\u4f0a\u5927\u5b66#lehighuniversity#lu#lehigh #\u5bbe\u5dde\u5dde\u7acb\u5927\u5b66 #pennsylvaniastateuniversity#psu#pennsylvania #\u4e1c\u5317\u5927\u5b66#northeasternuniversity#neu#northeastern #\u4f5b\u7f57\u91cc\u8fbe\u5927\u5b66#universityofflorida#uf#ufl#florida #\u4fc4\u4ea5\u4fc4\u5dde\u7acb\u5927\u5b66#ohiostateuniversity#osu#diplomas#ohio""","1555818358,""",1555818619,https://scontent-ort2-1.cdninstagram.com/vp/aa89a70149065f956296823bc8a47d2c/5D540224/t51.2885-15/e35/56603325_176643823323798_716655223391151050_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_ldzcolmuge.jpg,
11,BwgMNILgVgz,raedoactive,31,14,1,"We\u2019re finally serving looks in 2019, and ready to hit the world. #drag #dragqueen #ohio #columbus #gay""","1555818331,""",1555818619,https://scontent-ort2-1.cdninstagram.com/vp/327be6dda5a013e849aeb9141bc829fc/5D3D225E/t51.2885-15/e35/57190441_803728159989576_580268332267240165_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_ehpxlwhxla.jpg,
12,BwgMMLJnMaY,elizabethwarren,1.3m,51,674,"#winwithwarren #ElizabethWarren #ElizabethWarren2020 #party #wonderful #localbuisness in #Cleveland #Ohio #cake #professionalcake #nofilter #instagram #photography #talented #party #president #2020 #democrat #bluewave #thefutureisfemale #happy #likeforlikes #likeforlikeback #l4l #foundmybaker #bake #buttercream #fondant #grassroots""","1555818323,""",1555818620,https://scontent-ort2-1.cdninstagram.com/vp/b4d2c6882bbe626d57c18ae5471df23a/5D43FDEF/t51.2885-15/e35/57400212_328317664549754_6147533077526738372_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,8,8_rkxuhnyagx.jpg,
13,BwgMGAAlAVr,djfireproductions,"1,585","3,164","1,645","CHICAGO!!!\nLET'S GO TO OHIO FOR MOTHER'S DAY!!\n5HR DRIVE! 45MN IN THE AIR #AIRPLANE !\nDJ FIRE WILL ALSO DJ AND DO THE SOUND!\nDJ FIRESTARTA FROM BOSTON WILL ALSO BE THERE! #OHIO #MOTHERSDAY  #TVICE #LIVEINOHIO \nEVENT BY Zanmi Plezi AND Bel Bebe Jwi Lavi\nNOU GEN TIK\u00c8 AVAILABLE LA NAN CHICAGO..\nCALL OR TEXT 773 798 1077\nGET YOUR TICKETS! CHICAGO AN ALE! \nTHANKS FOR SUPPORTING.. MUCH LOVE""","1555818272,""",1555818620,https://scontent-ort2-1.cdninstagram.com/vp/fd8bbd4f9145d76ab37a60a322226c81/5D451374/t51.2885-15/e35/56549575_1081999758674607_2173726758401740399_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,0,0_urmqyhcvpc.jpg,
14,BwgMF1KJjWX,,,,,"#akron #akronmyway #coolphotoop #photooftheday #akronohiophotographer #ohiophotographer #officedecor #wallart #barbertonphotographer #nortonphotographer #sunset #ohioexplored #ohio #ohiolife #photosofinstagram #goodfriday #cityofbarberton #cityofakron #akronohio #crucifix #jesus #nortonohiophotographer #easter""",,,,,,
15,BwgMFlBHhbh,drewestatecigar,74.2k,276,"2,386","Stressful week at work. Balanced out with an awesome Saturday night.  Work/life balance. .....\n#cigartherapy #cigar #cigars #cigarlife #botl #sotl #cigarobsession #cigardisciple #cigarworld #cigarsofinstagram #cigarpictureoftheday #cigarnation #cigarlover  #cleveland #painesville #ohio #lifeisgood #blessed #staytoastymyfriends #beer #LakeErieMonster #GLBC #barrelburners #barrelburnersfamily""","1555818269,""",1555818621,https://scontent-ort2-1.cdninstagram.com/vp/78c1e8767df1d7228a9df58884afb5c5/5D559754/t51.2885-15/e35/56614179_569599883560670_5928930056020080300_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,3,3_ifiqosinmz.jpg,
16,BwgMBG5lX1e,etsy,1.9m,"7,336","3,452","\u201cBeing happy never goes out of style.\u201d - @lillypulitzer\n.\nI love how Ohio cutie @sweeteverlygrace is rocking the Homegirl State Tee. You can grab your custom shirt in my @etsy shop now.\n.\n.\n.\n.\n.\n#etsy #etsyshop #etsyseller #shopping #shopsmall #handmade #ohio #usa #girl #girlstyle #mom #motherhood #motherhoodunplugged #motherhoodrising #graphictees #ootd #girlfashion #follow #happy #spring""","1555818232,""",1555818622,https://scontent-ort2-1.cdninstagram.com/vp/f1dc56a817a0e29262931541ea7e0374/5D3A8A67/t51.2885-15/e35/57422061_2097512380547071_2113981090874348784_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_whfuqhydjd.jpg,
17,BwgL_YcByEU,tariqshaikh70,283,200,"2,669","#instagram #blessed\ud83d\ude4f #earthescope #cloudstagram #fall #sky #skyscape #horizon #sunset #parade #sundown #travelphotography #travelphotographer #travelphotographersociety #vista #landscapephotography #landscape #beautiful #sparkle #dazzle #vintage #photography #photooftheday #ohiostate #ohio #ohiogram #midwest#cars#architecture#road""","1555818218,""",1555818623,https://scontent-ort2-1.cdninstagram.com/vp/fb70ed36b25ed5add624e82044125be5/5D3CD11A/t51.2885-15/e35/56664984_370793516857956_8910960603560214940_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_urceexpqlt.jpg,
18,BwgL_HJnDlR,elizabethwarren,1.3m,51,674,"#winwithwarren #ElizabethWarren #ElizabethWarren2020 #party #wonderful #localbuisness in #Cleveland #Ohio #cake #professionalcake #nofilter #instagram #photography #talented #party #president #2020 #democrat #bluewave #thefutureisfemale #happy #likeforlikes #likeforlikeback #l4l #foundmybaker #bake #buttercream #fondant #grassroots""","1555818216,""",1555818623,https://scontent-ort2-1.cdninstagram.com/vp/5f5532ef48b87a916bcc0edbffc212a2/5D6F0E93/t51.2885-15/e35/56263006_251785175637973_7649247156689225827_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_zkwlyzukcp.jpg,
19,BwgLrkHjtuX,sinfullygoodtans,547,398,762,"Hey peeps! Don\u2019t forget we are closed tomorrow! Happy Easter! \n#sinfullygoodtans #stow #ohio #tanning #spraytans #godzilla #peeps #happyeaster\ud83d\udc30\ud83d\udc23""","1555818208,""",1555818624,https://scontent-ort2-1.cdninstagram.com/vp/3ed18d3c0540bbeb01c4928c64275b6f/5CBE5876/t51.2885-15/e35/57488075_1276732745808044_2674719596070448023_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1,1_yuftwopqlq.jpg,
20,BwgL9OlA5AT,,,,,"We have onions!\ud83d\ude01\ud83d\ude4c About 125 of them to be exact!\ud83d\ude1c\ud83d\udc4d Also our radish, carrots and strawberries are coming up as well.\ud83d\ude0b..........And so it begins! #spring \ud83c\udf3f\ud83c\udf31\ud83c\udf43\ud83c\udf3f\ud83c\udf31\n.\nHappy Gardening!\ud83d\udc69\u200d\ud83c\udf3e\ud83e\udd57""",,,,,,
21,BwgL9J7gUTx,theohio210,38,68,44,"I\u2019m poor so I tried to get a job as a waitress as a female but the facial hair and perfectly done by a 3 year old lipstick didn\u2019t work. I accept donations lol. Paypal.me/ibebroke #poor #money #livingunderbridges #help #billsaredue #kidstosupport #life #hash #bills #jaillife #prison #youtube #creditcard #creditcards #creditcarddebt #dontdoit #usa #noeducation #tailopez #ochocinco #billgates #california #ohio #gofundme #cats #alf""","1555818200,""",1555818625,https://scontent-ort2-1.cdninstagram.com/vp/6ac791c788fca83df981487eb740ddf1/5D55232A/t51.2885-15/e35/58410312_426328041247805_4809493755527300435_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_sjmiocrfms.jpg,
22,BwgL69RA99s,danny_holiday_show,51,133,29,"Well the incog holster is the best holster I have ever used. @gcodeholsters makes an amazing product. @haleystrategicofficial did this right. My first one is from their first run and still going strong. \n#glock #incog #gmoney #glife #edc #gear #holster #amazing #America #USA #ohio #getsome #glock19 #blue #red #white #fuckyourcouch #gunsofinstagram #glocks #vickerstactical #vickers #hammertime #haley #strats #work #rep #money #gunit #reviews""","1555818182,""",1555818625,https://scontent-ort2-1.cdninstagram.com/vp/aa2f2f01b60b03c02230a25a1e5abd68/5D527131/t51.2885-15/e35/56312917_111254776583069_6277984075294013585_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1,1_tomjirdeeg.jpg,
23,BwgL6hOBg-3,gsxrlife22,229,437,364,"Got a pig #Ohio #largemouth #bass""","1555818178,""",1555818626,https://scontent-ort2-1.cdninstagram.com/vp/ed9d941983df6083a14c6e45175098ae/5D7225BE/t51.2885-15/e35/56645389_130910191400388_3195819009617648486_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,0,0_iuwmdjlkvi.jpg,
24,BwgL6YehfoE,tariqshaikh70,283,200,"2,669","#instagram #blessed\ud83d\ude4f #earthescope #cloudstagram #fall #sky #skyscape #horizon #sunset #parade #sundown #travelphotography #travelphotographer #travelphotographersociety #vista #landscapephotography #landscape #beautiful #sparkle #dazzle #vintage #photography #photooftheday #ohiostate #ohio #ohiogram #midwest#cars#architecture#road""","1555818177,""",1555818627,https://scontent-ort2-1.cdninstagram.com/vp/913524df0290a1fb2e6ed11c38adbb8a/5D469E5E/t51.2885-15/e35/57506435_2290071274386841_4513242535292896197_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_ibizufsiec.jpg,
25,BwgL6Z_g5lJ,jpenza521,820,"1,863",738,"Fun time seeing @cornonthecobbsti at the 740 car meet tonight. Lots of cool cars there and lots of \ud83e\udd14.... junk. \ud83d\ude02 #Subaru #subaruwrx #wrx #fa20 #subie #subienation #subiespeed #subiegang #subiedaily #subiewoo #cobb #cobbtuning #invidia #n1 #mishitmoto #perrin #perrinperformance #prl #prlmotorsports #fortuneauto #avid1 #avid1wheels #flexfuel #e85 #columbus #columbusohio #ohio #centralohiosubarus #ohiosubarus #wrxaroo""","1555818177,""",1555818627,https://scontent-ort2-1.cdninstagram.com/vp/5854bd2dc5eb5abf0037c07c8741b24d/5D57D066/t51.2885-15/e35/56894603_2093842677380427_6080648434063350954_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_qyssuuifja.jpg,
26,BwgL482he7z,aprodete_official,"1,053",25,12,"#fiat_lux\n.\n.\n#\uc9c0\uc720\uc758\ud558\ub8e8\u2764\ufe0f\n.\n.\n\ub3cc\uc544\uc640\ubcf4\ub2c8 \uc5b4\ub290\uc0c8\n\ub3d9\ubd80\uc758 \uc9c0\uae0b\uc9c0\uae0b\ud55c \uaca8\uc6b8\uc774 \ub05d\ub098\uace0\n\ubd04\uc774 \uc624\ub294 \uc911 \ud83c\udf31\n\n\uc810\uc2ec\uc740 \uc624\ube60\uac00 \uc88b\uc544\ud558\ub294 #allyoucaneat \ud83e\udd2d\n.\n.\n#\ub4dc\ub77c\uc774\ube0c #\uc544\ubbf8\uc26c #\uc624\ud558\uc774\uc624 #\uc624\ud558\uc774\uc624\uc544\ubbf8\uc26c #\uc624\ud558\uc774\uc624\ub9db\uc9d1 #\uc624\ud558\uc774\uc624\uc758\ubd04 #\uc77c\uc0c1 #\ub370\uc77c\ub9ac #derdutchman #amishcountry #amishcountryohio #ohio #spring #daily #dailygram #\ud83d\udc6a #\u2763""","1555818165,""",1555818628,https://scontent-ort2-1.cdninstagram.com/vp/b68d5ee6159ee637534ccf2a714e9607/5D7617BA/t51.2885-15/e35/56770823_593760887810121_6907669873133760831_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_rgsczilyfq.jpg,
27,BwgLx7ChSog,tariqshaikh70,283,200,"2,669","#instagram #blessed\ud83d\ude4f #earthescope #cloudstagram #fall #sky #skyscape #horizon #sunset #parade #sundown #travelphotography #travelphotographer #travelphotographersociety #vista #landscapephotography #landscape #beautiful #sparkle #dazzle #vintage #photography #photooftheday #ohiostate #ohio #ohiogram #midwest#cars#architecture#road""","1555818108,""",1555818629,https://scontent-ort2-1.cdninstagram.com/vp/afab518dc15d760bff5fb5cb1d95db11/5D510EB8/t51.2885-15/e35/56862477_338699756780225_7942920835974718125_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,3,3_phzuxlfetq.jpg,
28,BwgLx-ulo2L,theemacjimmy,,3,3,"Odell catch1\ufe0f\u20e33\ufe0f\u20e3\ud83d\udc36 @obj  #ohio #pittsburgh""","1555818108,""",1555818629,https://scontent-ort2-1.cdninstagram.com/vp/9ee5b02c8bd83d3100cb5f0389fb8251/5D50C8D6/t51.2885-15/e35/56487624_363742444236984_1663158397425335990_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,0,0_aqcelbunoc.jpg,
29,BwgLvcoBIwD,tariqshaikh70,283,200,"2,669","#instagram #blessed\ud83d\ude4f #earthescope #cloudstagram #fall #sky #skyscape #horizon #sunset #parade #sundown #travelphotography #travelphotographer #travelphotographersociety #vista #landscapephotography #landscape #beautiful #sparkle #dazzle #vintage #photography #photooftheday #ohiostate #ohio #ohiogram #midwest#cars#architecture#road""","1555818087,""",1555818630,https://scontent-ort2-1.cdninstagram.com/vp/26bf0938c5dc41b6ba2ebfd0045f260c/5D529B10/t51.2885-15/e35/56576047_455888955153716_5018009278276391673_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_riebgfrbaj.jpg,
30,BwgLu3YHvoB,,,,,"Always a #ham at #ClevelandMuseumOfArt from #UnionCity #Michigan to #Cleveland #Ohio #ArtHistory #AntiqueSalvageUnionCity #ChooseUnionCityMI #Mercantile #MiMercantile #Fringe #TheFringe #EasterWeekend w #nany and #papa #beautifulday #spring""",,,,,,
31,BwgLt5WBhP_,tariqshaikh70,283,200,"2,669","#instagram #blessed\ud83d\ude4f #earthescope #cloudstagram #fall #sky #skyscape #horizon #sunset #parade #sundown #travelphotography #travelphotographer #travelphotographersociety #vista #landscapephotography #landscape #beautiful #sparkle #dazzle #vintage #photography #photooftheday #ohiostate #ohio #ohiogram #midwest#cars#architecture#road""","1555818075,""",1555818631,https://scontent-ort2-1.cdninstagram.com/vp/fe99e571e28e18a92bfaae85ebfbc0d0/5D567D6C/t51.2885-15/e35/57194662_654512668301267_2485731641725473912_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_ljenizjznq.jpg,
32,BwgLs6_A4IO,stevenramirez9723,"1,259",29,"4,871","Live PD \ud83d\udd34\ud83d\ude94\ud83d\udd35: Happy 420 to these Suspects! \ud83d\udeac\ud83d\udeac \ud83c\udf3e\ud83c\udf3e\n#LivePD #LivePDNation #LivePDWatchParty #AandE #YouTube #Live #Warwick #RhodeIsland #RichlandCounty #SouthCarolina #FranklinCounty #Ohio #Lawrence #Indiana #GreeneCounty #Missouri #Oklahoma #WilliamsonCounty #Texas #Salinas #California #SaturdayNight #SundayMorning #SundayAfternoon""","1555818067,""",1555818632,https://scontent-ort2-1.cdninstagram.com/vp/da2c51fa5bb3617c0ef7968db88c77e5/5CBE7706/t51.2885-15/e35/56398522_2694577640559063_7851164045911071931_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1,1_rjbgeqllws.jpg,
33,BwgLsXuh-kO,gsxrlife22,229,437,364,"Another successful day #crappie #Ohio""","1555818062,""",1555818632,https://scontent-ort2-1.cdninstagram.com/vp/0781936ef1ea54eefae09efcb15a8353/5D453C16/t51.2885-15/e35/56897079_131646857905378_2843622513319734389_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1,1_kvjyyxrxsp.jpg,
34,BwgLdd0AcQK,oh.iknow,424,"2,370",148,"Saw so many of these little guys on vacation \ud83e\udd8e\ud83c\udf34\u2600\ufe0f\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n#oh.iknow #ohiknow #ohio #columbus #asseenincolumbus #ohioblogger #columbusblogger #midwestblogger #614blogger #614living #cbusbloggers #cbusblogger #columbusbloggers #newblogger #614 #travelblogger #614ever #lizzard #mexico #mexico\ud83c\uddf2\ud83c\uddfd #akumal #secretsakumal""","1555818055,""",1555818633,https://scontent-ort2-1.cdninstagram.com/vp/d0373f9f9ee14ad3326185af5746c810/5CBEEDB8/t51.2885-15/e35/56981967_821715001525493_4324592558912416814_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,5,5_fhypbzycgj.jpg,
35,BwgLkhlHf8v,elizabethwarren,1.3m,51,674,"#winwithwarren #ElizabethWarren #ElizabethWarren2020 #party #wonderful #localbuisness in #Cleveland #Ohio #cake #professionalcake #nofilter #instagram #photography #f #talented #party #2020 #democrat #bluewave #thefutureisfemale #happy #likeforlikes #likeforlikeback #l4l #foundmybaker #bake #blueberry #lemon #buttercream #fondant #grassroots""","1555817998,""",1555818633,https://scontent-ort2-1.cdninstagram.com/vp/487c34d0e83215d47917601c9f6816bb/5D3FB88B/t51.2885-15/e35/56524275_364566394407481_2077471633529177789_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,9,9_ucoamkukuc.jpg,
36,BwgLkSGHmkc,wsuakgej,37,0,29,"#alberta #eski\u015fehir #wisconsin #bayern #konya #manhattan #norge #jackson #sanfrancisco #deutschland #lyon #newmexico #lakelandterrier #c\u00f3rdoba #geneva #hamburg#italy #brighton #newyorkcity #ohio #turkey #philadelphia #finland #portland #goles #wuppertal""","1555817996,""",1555818634,https://scontent-ort2-1.cdninstagram.com/vp/3529a093dbcec03edd7abce3b34262f5/5D3F89FE/t51.2885-15/e35/56510999_371752806761493_8916573173765301047_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_prndbznqrb.jpg,
37,BwgLiyQBes0,jbdigitar,109,249,199,"Traipsing around the #USA My birth state of #pennsylvania, and #ohio. Strong coffee, thundering trains, bulging rivers and streams, nice folks; cloudy, drizzly weather, w patches of blue, too. Good times. Truly.""","1555817984,""",1555818636,https://scontent-ort2-1.cdninstagram.com/vp/f124a5f8640ba4e0a8c636843b0c6fb5/5D38DE25/t51.2885-15/e35/57247113_136167707515951_1154877952715700880_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_cvmvluvgij.jpg,
38,BwfVN45hP0y,forevermore.bridal,147,92,44,"Emily said \""Yes to the dress\"" today when she fell in Love with a eddy k gown! We loved meeting this group of ladies and know this Bride will be stunning on her wedding day!""","1555789501,""",1555818636,https://scontent-ort2-1.cdninstagram.com/vp/44692825ed9a1ea43b73838c399651c3/5D36A531/t51.2885-15/e35/56524279_136702504119860_3185990736944148840_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_lrgludduqi.jpg,
39,BwadyAVgOZU,,,,,"Caught this gem too \ud83d\ude0f #LoveBench #benchpress #gainz #yeahbuddy #leavenoweightunlifted #championgains\n#motivation  #love #instagood #me #life #Fitness #repost #igers #instadaily #followforfollow #likeforlike #filter #fun #photooftheday #instamood #iphonesia #foodaftergym #motivationalquotes #followforfollowback #follow4follow #ohio""",,,,,,
40,Bwf_FDvgWRT,rickycraig,"2,100","1,296",695,"Racing in the mountains, shadybowl y\u2019all would kill em out here . Miss racing back home #shadybowlspeedway #racing #nascar #colorado#photooftheday #motivation #ohio #usmc #ballsdeep #dale #3""","1555811449,""",1555818637,https://scontent-ort2-1.cdninstagram.com/vp/abac0b052c76b45448b4f781af982f93/5D409D7A/t51.2885-15/e35/56875761_128074115009448_8939422066477632845_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,186,186_tonqznnpgp.jpg,
41,BwfbMillmRS,igsbestwolves,37.4k,39,988,"Credits go to @ironwoodwolves\nFollow us @thewolfsavers for daily content \ud83d\udc3a\ud83d\udc3a\nLucian in the water... no matter how cold it is, he loves wading through it!\n#teamambassadorwolf #wolfstagram #wolfdogsofinstagram #wildlife #splendid_animals #worldofwolves #allaboutwolves5 #saveourwolves #saveourplanet #wildandwonderful #by_wolves #614artists #61fur #blackwolf #asseenincolumbus #cbusmakesart #artmakescbus #ohio #smallbusiness #columbusohiophotographer #amazing_picturez_animals #shutterbugpix""","1555792636,""",1555818638,https://scontent-ort2-1.cdninstagram.com/vp/e7985b6a8b4cc75e6268f65e939ef810/5D46F067/t51.2885-15/e35/56264461_2248440061866238_2970913890492909598_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,758,758_gqhvnvhzkw.jpg,
42,BwcZn6snyWy,fliplikebeans,481,3,24,"oh""","1555691182,""",1555818639,https://scontent-ort2-1.cdninstagram.com/vp/57ea3d71b3fa4047ec7085da77b75a5c/5CBE7ED8/t51.2885-15/e35/56744742_642976022820396_2949210431660058146_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,708,708_erxflychzf.jpg,
43,Bwf46SLF_Hm,meltastico,286,207,625,"the farmer\u2019s daughter \nstares at his eyes of silk\njust like the gowns \non the Victoria\u2019s Secret website\nshe loves the feel \nof his hands\ncalloused and worked\nbut his touch is soft \nlike the barnyard kittens\nshe adores \nthat buttermilk face\nhands the size of papas\nand hair the color of winter wheat \nreaped by dawn\n~ \n#tractor #\ud83d\ude9c #farm #field #grass #\ud83c\udf3e #wheat #sky #skyporn #clouds #\u2601\ufe0f #BlackAndWhite #BNW #\u2b1b\ufe0f\u2b1c\ufe0f #Logan #Ohio #PoemOfTheDay #poetry #\ud83d\udcdd\ud83d\udcc6 #PictureOfTheDay #PhotoOfTheDay #\ud83d\udcf7\ud83d\udcc6 #CTSelf""","1555808215,""",1555818639,https://scontent-ort2-1.cdninstagram.com/vp/0bfdbbbaa964fc61cf88b9fe0c8d5013/5D5905D3/t51.2885-15/e35/56857821_2056929077941408_1235575112860620208_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,668,668_arzzthewkr.jpg,
44,BwfHylwnh0l,kingsislandpr,111.1k,24,"2,707","The Beast at Kings Island celebrates 40 years of terror! What are your best memories of this ride? (Photo ACN)\n\n#thebeast #beast40 #kingsisland #cedarfair #ohio #rollercoaster #coaster #themepark #amusementpark #wood #trees #happy #thrilling  #fun #familyfun #amazing #beautiful  #composition #vacation #igtravel #photooftheday #photographer #madetothrill #instattw #instatpr""","1555782462,""",1555818640,https://scontent-ort2-1.cdninstagram.com/vp/4a7fb332e812116b89f62df3deb3584d/5D709123/t51.2885-15/e35/57253572_162425068107128_5714949655676274173_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,517,517_gglgldetwf.jpg,
